Metadata_Plate,Metadata_Well,Metadata_Experiment,bleach,drug,strain,mean_wormlength_um,min_wormlength_um,q10_wormlength_um,q25_wormlength_um,median_wormlength_um,sd_wormlength_um,q75_wormlength_um,q90_wormlength_um,max_wormlength_um,cv_wormlength_um,n,Metadata_Date,Metadata_Group,Metadata_Magnification,FileName_RawBF,FileName_wellmask_98.png,PathName_RawBF,PathName_wellmask_98.png,assay_type,food_conc_OD,food_type,plate,row,col,well_censor,well_censor_reason,notes,concentration_um,diluent,class
p001,E05,cypassay3,1,DMSO,N2,885.807679378431,837.593908406761,848.880094479532,855.168496917781,886.055656032436,35.6904625693515,902.202647713384,943.765348670114,957.063251513266,0.0402914350374512,20,20220908,p001_E05,m2x,20220908-cypassay3-p001-m2x_E05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,5,,,,0,DMSO,Both
p001,E06,cypassay3,1,DMSO,N2,878.973669991177,788.251087511545,831.265025464423,847.230255294298,872.033191663602,47.5819162817069,908.313938384315,938.74849257772,964.238279096015,0.0541334944449297,20,20220908,p001_E06,m2x,20220908-cypassay3-p001-m2x_E06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,6,,,,0,DMSO,Both
p001,E07,cypassay3,1,DMSO,N2,889.666976486652,781.138739033582,839.222829892868,869.052012623297,884.29333598951,47.1011694288734,936.435729482588,946.701463588425,959.386368934944,0.0529424724910873,17,20220908,p001_E07,m2x,20220908-cypassay3-p001-m2x_E07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,7,,,,0,DMSO,Both
p001,E08,cypassay3,1,DMSO,N2,904.77596831051,818.185259937567,839.265343067533,850.403396508923,909.472555729802,61.85833879577,932.352183876855,987.858523215108,1028.08591683106,0.0683686801620938,17,20220908,p001_E08,m2x,20220908-cypassay3-p001-m2x_E08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,8,,,,0,DMSO,Both
p001,E09,cypassay3,1,DMSO,N2,898.213676696687,850.443557610183,864.502737802469,878.639804017975,898.127765591177,27.1400755665908,916.37886593164,930.103978524007,959.888799409383,0.0302156115751905,22,20220908,p001_E09,m2x,20220908-cypassay3-p001-m2x_E09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,9,,,,0,DMSO,Both
p001,E10,cypassay3,1,DMSO,N2,906.144648575135,804.32483792635,843.709662384101,887.009449955671,917.676839559719,41.5533016393057,939.693326026592,945.57623654014,964.452257486028,0.0458572499486104,28,20220908,p001_E10,m2x,20220908-cypassay3-p001-m2x_E10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,10,,,,0,DMSO,Both
p001,E11,cypassay3,1,DMSO,N2,885.605637364989,723.943278059706,819.591665192656,858.248092695061,894.709579398649,63.3575763704315,925.671538662757,948.945553576971,997.876610252895,0.0715415233341831,20,20220908,p001_E11,m2x,20220908-cypassay3-p001-m2x_E11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,11,,,,0,DMSO,Both
p001,E12,cypassay3,1,DMSO,N2,896.032297903104,815.964982721933,833.611211647774,871.31245094019,902.49732582844,43.0900610245295,931.164160519414,944.136038367323,956.871756904181,0.0480898524811761,17,20220908,p001_E12,m2x,20220908-cypassay3-p001-m2x_E12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,E,12,,,,0,DMSO,Both
p001,F01,cypassay3,1,DMSO,N2,880.277685171992,816.570253402418,833.017294740663,854.034976989939,884.967165958292,34.7328196978681,907.610743458272,922.294981764013,941.220217765642,0.0394566626905712,20,20220908,p001_F01,m2x,20220908-cypassay3-p001-m2x_F01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,1,,,,0,DMSO,Both
p001,F02,cypassay3,1,DMSO,N2,891.306167961924,807.391381558242,827.822588138092,866.566923615133,890.596613216853,42.7186441712969,923.933070088024,937.254724812333,963.519415667371,0.0479281370496719,24,20220908,p001_F02,m2x,20220908-cypassay3-p001-m2x_F02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,2,,,,0,DMSO,Both
p001,F03,cypassay3,1,DMSO,N2,906.703318457666,814.845126904133,845.643046702398,878.910594619771,911.667178975823,43.1888674853381,933.932912041451,955.898753984264,977.430722193749,0.0476328547675373,21,20220908,p001_F03,m2x,20220908-cypassay3-p001-m2x_F03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,3,,,,0,DMSO,Both
p001,F04,cypassay3,1,DMSO,N2,882.051717877323,815.109000716688,843.182327641399,858.114096988914,881.086707845396,34.1803811439635,913.165135004989,919.188138966161,936.307950931419,0.0387509943591736,16,20220908,p001_F04,m2x,20220908-cypassay3-p001-m2x_F04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,4,,,,0,DMSO,Both
p001,F05,cypassay3,1,DMSO,N2,886.416599339489,771.839383885627,829.386596159815,854.621637802469,892.046223293856,48.1975415144697,926.195212332374,932.568913301981,967.144149194651,0.0543734645203891,23,20220908,p001_F05,m2x,20220908-cypassay3-p001-m2x_F05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,5,,,,0,DMSO,Both
p001,F06,cypassay3,1,DMSO,N2,897.709889300263,829.414019875135,838.718247381692,845.121772706326,908.326407556877,48.351490946706,935.357448903729,949.938654158817,971.231152095112,0.0538609316027414,14,20220908,p001_F06,m2x,20220908-cypassay3-p001-m2x_F06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,6,,,,0,DMSO,Both
p001,F07,cypassay3,1,DMSO,N2,853.2040175856,748.70416950802,818.00429214643,825.434726992132,860.007123389634,44.5660249775845,879.852781558242,902.07942201115,925.821580250937,0.0522337261182825,15,20220908,p001_F07,m2x,20220908-cypassay3-p001-m2x_F07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,7,,,,0,DMSO,Both
p001,F08,cypassay3,1,DMSO,N2,876.153890325118,789.546999783421,804.924861737043,831.474661784238,875.02632821886,53.8912653315079,910.993167501937,944.421084588064,990.337167771254,0.0615089037743247,24,20220908,p001_F08,m2x,20220908-cypassay3-p001-m2x_F08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,8,,,,0,DMSO,Both
p001,F09,cypassay3,1,DMSO,N2,880.681546899843,772.85843063751,785.859455553562,863.745084107682,891.667766957793,53.5690262963458,915.155494986886,941.761043323996,963.011102462227,0.0608267840798055,19,20220908,p001_F09,m2x,20220908-cypassay3-p001-m2x_F09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,9,,,,0,DMSO,Both
p001,F10,cypassay3,1,DMSO,N2,904.807330112541,851.162421038827,854.13478325908,862.023962707368,914.502761138797,40.6847698068833,937.364066779014,953.082313562611,955.29348330378,0.0449651195927235,12,20220908,p001_F10,m2x,20220908-cypassay3-p001-m2x_F10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,10,,,,0,DMSO,Both
p001,F11,cypassay3,1,DMSO,N2,887.545993693702,843.772699441576,848.756831925081,860.875652300621,879.60694259208,34.783990745592,912.947064890208,924.650714028963,955.695820336789,0.0391911979691683,12,20220908,p001_F11,m2x,20220908-cypassay3-p001-m2x_F11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,11,,,,0,DMSO,Both
p001,F12,cypassay3,1,DMSO,N2,867.211744275785,789.212330064435,794.673256164063,840.993136748335,871.918737190738,44.6319688623001,890.93656559337,923.194734428418,939.430253984265,0.05146605676976,22,20220908,p001_F12,m2x,20220908-cypassay3-p001-m2x_F12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,F,12,,,,0,DMSO,Both
p001,G01,cypassay3,1,DMSO,N2,877.274710468801,781.429611459604,816.445080101004,858.381272443465,874.743269516791,48.8563864287906,909.883911459605,934.876070904451,960.941443129928,0.0556910917934503,17,20220908,p001_G01,m2x,20220908-cypassay3-p001-m2x_G01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,1,,,,0,DMSO,Both
p001,G02,cypassay3,1,DMSO,N2,856.334101679925,759.370448233155,801.929495551001,819.879020692194,871.152814360064,48.1897403929082,895.102422560865,907.348608796292,943.323341934043,0.056274461449534,23,20220908,p001_G02,m2x,20220908-cypassay3-p001-m2x_G02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,2,,,,0,DMSO,Both
p001,G03,cypassay3,1,DMSO,N2,892.870516431301,828.47771566737,834.870280042464,850.062399629008,904.165978207476,43.6561457298143,928.788406815454,939.914957000353,956.412944825731,0.0488941508610933,18,20220908,p001_G03,m2x,20220908-cypassay3-p001-m2x_G03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,3,,,,0,DMSO,Both
p001,G04,cypassay3,1,DMSO,N2,868.77767714164,775.12994791954,814.325576669116,839.11956283618,868.152928151439,49.742073187663,902.521565197274,933.538124155172,971.952762288374,0.0572552385914416,22,20220908,p001_G04,m2x,20220908-cypassay3-p001-m2x_G04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,4,,,,0,DMSO,Both
p001,G05,cypassay3,1,DMSO,N2,900.211264005623,810.685081558242,848.715004383718,878.637730848879,896.331644898888,40.7759629190477,930.864970456981,940.055198663153,975.814707833685,0.045295992784637,23,20220908,p001_G05,m2x,20220908-cypassay3-p001-m2x_G05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,5,,,,0,DMSO,Both
p001,G06,cypassay3,1,DMSO,N2,896.170246690028,841.512261124682,846.646249570729,856.014331199897,900.567921038829,37.8625588064766,927.579588093392,945.653452948854,952.91356950802,0.0422492924154987,19,20220908,p001_G06,m2x,20220908-cypassay3-p001-m2x_G06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,6,,,,0,DMSO,Both
p001,G07,cypassay3,1,DMSO,N2,915.150955859676,840.562457610183,884.602340022721,896.222601443997,916.705387511546,29.4661843784805,934.63929901548,949.373544579593,969.638663563486,0.0321981681708462,20,20220908,p001_G07,m2x,20220908-cypassay3-p001-m2x_G07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,7,,,,0,DMSO,Both
p001,G08,cypassay3,1,DMSO,N2,888.311987341693,768.198015085524,812.484021880381,866.066829420648,893.726364436256,57.4662525852044,936.199231815455,950.3803570191,953.798479002037,0.0646915198760002,20,20220908,p001_G08,m2x,20220908-cypassay3-p001-m2x_G08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,8,,,,0,DMSO,Both
p001,G09,cypassay3,1,DMSO,N2,894.392380957996,825.18401566737,844.825161531273,870.279693169542,897.645415667371,38.3731825449493,923.302315318755,941.277387627914,962.018001880382,0.0429041921218596,23,20220908,p001_G09,m2x,20220908-cypassay3-p001-m2x_G09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,9,,,,0,DMSO,Both
p001,G10,cypassay3,1,DMSO,N2,885.07308845727,780.436510877758,812.223211168681,859.697583740165,888.971411750528,56.5943624432573,920.131794040118,957.54093250047,986.010206088147,0.0639431513412122,18,20220908,p001_G10,m2x,20220908-cypassay3-p001-m2x_G10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,10,,,,0,DMSO,Both
p001,G11,cypassay3,1,DMSO,N2,898.802476238411,828.679933690355,851.074218521195,881.663425682978,896.826226408256,36.1308690727951,917.848335080837,947.790991524947,976.557097090771,0.0401988980092788,24,20220908,p001_G11,m2x,20220908-cypassay3-p001-m2x_G11.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,11,,,,0,DMSO,Both
p001,G12,cypassay3,1,DMSO,N2,874.471374712961,786.886792301158,825.842352027966,836.851520423271,881.969111109982,45.2697701922526,906.217796831019,932.272098449527,942.480859235529,0.0517681555981316,18,20220908,p001_G12,m2x,20220908-cypassay3-p001-m2x_G12.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,G,12,,,,0,DMSO,Both
p001,H01,cypassay3,1,DMSO,N2,864.722370452477,810.190267659832,818.752033044074,843.541759355722,867.044162925931,34.080588885651,880.20460917655,906.444388029068,924.988116249217,0.0394121744159549,14,20220908,p001_H01,m2x,20220908-cypassay3-p001-m2x_H01.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,1,,,,0,DMSO,Both
p001,H02,cypassay3,1,DMSO,N2,876.275888760233,812.687917994755,831.131150991842,848.530788093391,877.027233662124,39.2901025397686,899.26042220252,929.977144986885,945.509340779121,0.0448375940086139,21,20220908,p001_H02,m2x,20220908-cypassay3-p001-m2x_H02.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,2,,,,0,DMSO,Both
p001,H03,cypassay3,1,DMSO,N2,868.098846758164,790.00007665721,810.739910529252,837.129916394678,875.526686797797,44.9488288567196,895.03214063366,904.65814049054,964.786753402419,0.0517784685748367,20,20220908,p001_H03,m2x,20220908-cypassay3-p001-m2x_H03.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,3,,,,0,DMSO,Both
p001,H04,cypassay3,1,DMSO,N2,882.086960167552,824.998416551964,840.433401965671,869.865397347982,877.946761694817,34.2123252970795,905.512629857033,926.151336959023,945.486822775596,0.0387856604189919,14,20220908,p001_H04,m2x,20220908-cypassay3-p001-m2x_H04.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,4,,,,0,DMSO,Both
p001,H05,cypassay3,1,DMSO,N2,887.347896566234,811.815300716689,825.068842733664,849.393155468204,901.595105390494,49.6845175879623,911.393642883004,928.23763903783,986.706551513265,0.0559921511959697,12,20220908,p001_H05,m2x,20220908-cypassay3-p001-m2x_H05.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,5,,,,0,DMSO,Both
p001,H06,cypassay3,1,DMSO,N2,880.361666288762,804.970298836308,826.546730182775,851.96835632336,875.859273744016,47.2079646893633,908.822251589457,935.34540057335,979.90759346485,0.0536233760476786,15,20220908,p001_H06,m2x,20220908-cypassay3-p001-m2x_H06.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,6,,,,0,DMSO,Both
p001,H07,cypassay3,1,DMSO,N2,905.567608746618,879.110392301158,885.249720747905,893.705317115407,900.353925537517,20.7753874834445,914.8250483032,939.417516598323,939.664330036205,0.0229418403250967,10,20220908,p001_H07,m2x,20220908-cypassay3-p001-m2x_H07.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,7,,,,0,DMSO,Both
p001,H08,cypassay3,1,DMSO,N2,902.080437447969,826.233912623296,844.321552472942,862.427896799846,897.839330618051,46.8163167676858,939.995363563488,953.357423386163,976.460139615428,0.0518981620975303,19,20220908,p001_H08,m2x,20220908-cypassay3-p001-m2x_H08.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,8,,,,0,DMSO,Both
p001,H09,cypassay3,1,DMSO,N2,900.452342683986,800.004795927077,842.71652812036,852.055428179246,915.906201880381,54.2611233240144,937.191618046407,958.116455063239,977.978188675238,0.0602598502462417,13,20220908,p001_H09,m2x,20220908-cypassay3-p001-m2x_H09.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,9,,,,0,DMSO,Both
p001,H10,cypassay3,1,DMSO,N2,906.012873002531,798.00860039039,864.067061858098,877.084030036205,911.65367966909,46.9637155248382,940.794549194653,956.523347128752,969.538570122059,0.0518355940895191,13,20220908,p001_H10,m2x,20220908-cypassay3-p001-m2x_H10.TIF,wellmask_98.png,/projects/b1059/projects/JB/cellprofiler-nf//projects/20220908_cypRd3//raw_images/,/projects/b1059/projects/JB/cellprofiler-nf/input_data/well_masks/,48h,10,15hHB101,1,H,10,,,,0,DMSO,Both
